config,n_top,window_i,n_trades,actual_roi,actual_mdd,actual_calmar,actual_ulcer,roi_rank_broken,mdd_rank,calmar_rank,ulcer_rank
commodity,10,10,347,44.82295069696275,442.229852499991,1.013566823758549,181.67767455190926,57.300000000000004,65.7,65.7,68.9
commodity,10,11,170,266.9752299500011,125.36721374999865,21.295458514567486,35.51065186138551,28.3,56.900000000000006,56.900000000000006,66.0
commodity,10,12,157,-81.92748358817549,806.4856146317557,-1.0158579657441738,451.5875228814077,72.0,94.60000000000001,5.300000000000001,78.80000000000001
commodity,10,13,182,142.23530771375215,202.22028950000004,7.03368134154274,74.68539825648888,47.7,74.60000000000001,74.60000000000001,64.8
commodity,10,14,220,86.23532999032084,353.44267941587805,2.4398674809968863,144.93815615561365,3.8000000000000003,20.0,20.0,14.8
commodity,10,15,198,67.24903587007604,498.2885094914768,1.3496003738618487,174.08156357742197,40.5,1.6,1.6,8.200000000000001
commodity,15,1,293,-142.76757978337508,1428.1607695837492,-0.9996604221595164,955.3031417580224,0.1,82.10000000000001,17.900000000000002,20.400000000000002
commodity,15,2,278,80.12528037975487,229.5445075393659,3.4906206747732234,87.86826494230628,27.400000000000002,98.80000000000001,98.80000000000001,99.10000000000001
commodity,15,3,366,63.68266300552968,855.3469598984288,0.7445243391417665,391.2051870045504,18.6,9.3,9.3,9.0
commodity,15,4,333,46.12209094366367,520.0509680000011,0.8868763598506285,220.00382949322295,7.4,59.800000000000004,59.800000000000004,58.300000000000004
commodity,15,5,290,126.40030621249431,749.3541816768966,1.68678989592928,353.1451018216943,0.1,0.1,0.1,0.0
commodity,15,6,275,62.09206215873924,764.0794871015282,0.81263877917048,394.4390167798691,17.900000000000002,3.3000000000000003,3.3000000000000003,1.4000000000000001
commodity,15,7,233,-54.57650346593792,810.6777418592012,-0.6732206972991839,477.14520069698233,12.200000000000001,22.200000000000003,77.80000000000001,21.6
commodity,15,8,310,-11.16122138555346,808.891105933486,-0.13798175432616552,459.51402702794604,95.30000000000001,13.3,86.7,10.3
commodity,15,9,901,-4.778940440512596,1394.1130072113847,-0.03427943370295218,760.1586121648497,88.7,13.4,86.60000000000001,10.3
